user_id,first_tran_date,location,age,gender
46694769,2019-08-01,HCMC,>37,Male
55717193,2020-06-06,HCMC,33_to_37,Female
48746447,2020-04-16,Unknown,23_to_27,Male
57937879,2020-08-17,Other,>37,Female
44092973,2018-11-03,Other,18_to_22,Female
49662690,2019-09-30,Other,unknown,Female
51157121,2020-02-07,Other,unknown,Female
51129291,2019-12-25,HN,18_to_22,Male
13097839,2019-09-10,HCMC,18_to_22,Female
49159923,2019-09-17,Other,33_to_37,Male
42350050,2019-03-15,Other,33_to_37,Male
56852525,2020-08-25,Other,unknown,Male
45885564,2019-04-09,HCMC,28_to_32,Male
50360298,2020-02-02,Other,>37,Male
26092098,2018-03-27,Other,28_to_32,Female
42328661,2019-12-30,HN,18_to_22,Female
49816940,2019-10-19,Other,>37,Male
50488115,2020-01-04,Other,18_to_22,Female
50020365,2020-05-31,HCMC,>37,Male
45374409,2020-11-30,HN,unknown,Female
3945743,2019-11-06,Other,>37,Female
41657499,2018-06-27,HN,18_to_22,Male
2149984,2017-06-26,HCMC,>37,Male
44591160,2019-11-22,Other,18_to_22,Male
39069937,2018-04-25,HCMC,28_to_32,Female
44368836,2019-07-16,HCMC,23_to_27,Female
170115,2018-05-23,HCMC,unknown,Male
36022130,2019-11-02,Other,18_to_22,Male
3895427,2019-04-26,HCMC,>37,Male
39418398,2020-06-18,Other,33_to_37,Male
43727357,2018-11-09,Unknown,unknown,Male
40907562,2018-01-29,HCMC,33_to_37,Male
41797272,2018-11-12,HCMC,28_to_32,Male
16472990,2019-10-18,Other,23_to_27,Male
46747871,2020-01-02,Unknown,18_to_22,Female
40530877,2019-11-26,HCMC,23_to_27,Female
42378236,2018-08-18,HN,23_to_27,Male
51239141,2019-11-30,Other,unknown,Male
17930178,2019-06-12,HCMC,18_to_22,Female
119116,2019-09-18,HCMC,33_to_37,Male
52483545,2020-01-17,Other,28_to_32,Male
53676270,2020-02-16,Unknown,unknown,Male
52408680,2020-01-17,Unknown,unknown,Male
50151805,2020-05-28,HN,18_to_22,Female
39975218,2019-01-31,Other,28_to_32,Male
55373468,2020-04-17,Other,unknown,Male
51008337,2020-04-19,Other,23_to_27,Male
42819320,2018-08-13,HCMC,23_to_27,Male
27961833,2018-07-28,Other,33_to_37,Female
38835958,2019-08-22,HCMC,28_to_32,Female
49598856,2019-12-27,Other,23_to_27,Female
48999203,2019-08-29,Other,28_to_32,Male
40041054,,Other,33_to_37,Male
43228634,2018-10-25,Other,23_to_27,Male
42188145,2018-06-30,HCMC,28_to_32,Female
3828873,2018-09-08,Other,28_to_32,Male
46053716,2020-01-08,HCMC,unknown,Male
22836445,2020-01-31,HCMC,23_to_27,Male
30684708,2017-04-24,HCMC,28_to_32,Male
59000103,2020-09-29,HN,unknown,Male
43793583,2018-10-16,HN,28_to_32,Female
55405026,2020-04-18,Other,28_to_32,Female
31865564,2019-03-28,Other,28_to_32,Male
30076351,2019-05-29,HCMC,33_to_37,Male
52221996,2020-11-02,Unknown,unknown,Male
7423094,2018-01-24,Other,>37,Female
54318994,2020-03-10,Other,23_to_27,Male
52574543,2020-01-18,HCMC,33_to_37,Male
52205308,2020-01-04,HCMC,28_to_32,Female
60180228,2020-11-21,Other,unknown,Female
58908542,2020-10-27,Other,unknown,Male
7583938,2019-09-02,HCMC,23_to_27,Female
38743736,2017-05-05,Other,23_to_27,Female
41939203,2018-05-29,Other,>37,Male
49624195,2019-09-29,HCMC,28_to_32,Female
29427974,2018-05-09,Other,33_to_37,Female
45791857,2020-02-24,Other,33_to_37,Male
41521921,2018-04-05,HCMC,28_to_32,Female
56807657,2020-12-08,HN,>37,Female
48704282,2020-01-18,HCMC,18_to_22,Male
49250024,2019-11-27,HCMC,18_to_22,Male
646331,2019-09-10,HCMC,33_to_37,Female
45510489,2019-07-10,Other,28_to_32,Female
55321240,2020-04-15,Other,33_to_37,Male
15509273,2017-03-03,Other,33_to_37,Male
17517122,2019-09-30,Other,33_to_37,Male
45244726,2019-03-15,HCMC,18_to_22,Male
41821045,2018-05-10,HCMC,18_to_22,Male
14620840,2018-03-02,HCMC,>37,Male
53805129,2020-02-21,HN,unknown,Female
41539090,2018-05-12,HCMC,>37,Male
46579784,2020-10-18,HCMC,18_to_22,Male
40391607,2017-12-17,HN,28_to_32,Male
18791504,2019-11-20,Unknown,unknown,Male
44253467,2019-02-25,HCMC,28_to_32,Male
47638201,2019-07-31,HCMC,28_to_32,Female
42409905,2019-02-11,HCMC,23_to_27,Female
7471454,2020-12-24,Unknown,unknown,Male
46782318,2019-12-05,HN,unknown,Male
56697080,2020-07-28,Other,23_to_27,Male
59416850,2020-10-17,HCMC,33_to_37,Male
55967571,2020-08-12,Other,>37,Male
33359136,2016-12-19,Other,23_to_27,Female
53478708,2020-02-11,Other,33_to_37,Male
58702874,2020-09-28,Other,unknown,Female
43129590,2019-04-11,Other,18_to_22,Female
42472467,2019-02-05,Other,23_to_27,Male
32633551,2016-01-16,HCMC,33_to_37,Male
56561672,2020-06-27,Other,23_to_27,Female
43168495,2018-09-30,HN,unknown,Male
52945082,2020-01-28,Other,23_to_27,Male
22620242,2020-11-19,Other,unknown,Female
56152938,2020-06-05,HCMC,33_to_37,Male
46223216,2019-05-23,HN,23_to_27,Male
11458311,2018-06-13,Other,23_to_27,Male
36795507,2016-12-14,Other,23_to_27,Male
44111145,2018-12-28,Other,23_to_27,Female
46812770,2019-05-09,Other,28_to_32,Male
43098253,2018-08-30,Unknown,28_to_32,Male
26414326,2020-04-09,Other,33_to_37,Male
45116543,2019-01-18,HCMC,28_to_32,Male
35053161,2018-09-24,Other,28_to_32,Male
39499763,2017-12-06,Other,28_to_32,Female
51886538,2019-12-21,Other,28_to_32,Male
49522573,2020-04-20,HN,unknown,Female
46910459,2019-05-17,HCMC,23_to_27,Female
41153302,2018-07-27,Other,18_to_22,Male
36727927,2016-12-05,Other,23_to_27,Female
56161776,2020-06-03,Other,unknown,Female
7652568,2019-11-25,HN,28_to_32,Male
34201328,2019-04-08,HN,18_to_22,Male
42084383,2018-06-08,Other,28_to_32,Male
55071739,2020-04-08,HCMC,28_to_32,Male
44235420,2020-02-12,Other,18_to_22,Male
54306395,2020-03-23,Other,unknown,Female
48973793,2019-09-24,HCMC,unknown,Male
47355787,2019-10-24,Other,23_to_27,Female
41353619,2020-03-23,Other,23_to_27,Female
47458116,2019-06-06,Other,23_to_27,Male
47009498,2019-06-13,Other,33_to_37,Male
46961438,2019-05-29,HCMC,18_to_22,Male
40790374,2018-01-13,HN,23_to_27,Male
36880934,2020-03-14,HCMC,>37,Male
54805507,2020-03-30,HN,33_to_37,Male
20309004,2020-11-01,Other,28_to_32,Female
52707502,2020-03-13,Other,unknown,Female
47700119,2019-06-18,Other,23_to_27,Male
54086302,2020-03-04,Other,28_to_32,Male
48617470,2019-08-10,Other,unknown,Male
50072320,2020-05-06,Other,28_to_32,Male
53038441,2020-01-30,Unknown,33_to_37,Female
54596037,2020-03-20,Unknown,28_to_32,Male
48203975,2020-01-30,Other,23_to_27,Male
37032152,2018-03-21,Other,23_to_27,Male
52604709,2020-03-29,HCMC,unknown,Female
29063149,2020-09-11,Other,unknown,Male
25312206,2019-02-20,HCMC,28_to_32,Male
34044580,2020-03-01,HCMC,>37,Female
46021650,2019-10-23,Other,23_to_27,Male
3373330,2019-02-19,HCMC,28_to_32,Female
8074596,2016-12-07,Other,23_to_27,Male
32747989,2019-05-11,Other,unknown,Female
45255593,2020-07-03,HCMC,18_to_22,Female
48560324,2019-08-26,HCMC,unknown,Female
58009327,2020-10-16,Other,unknown,Female
33104581,2017-08-19,HN,>37,Female
39330457,2019-07-24,HCMC,18_to_22,Male
45043426,2019-01-21,Other,28_to_32,Male
51146752,2019-11-26,Other,28_to_32,Male
49995930,2019-11-14,HN,18_to_22,Male
47800144,2019-11-07,HCMC,28_to_32,Male
49791315,2019-10-08,HCMC,18_to_22,Female
40069640,,Other,23_to_27,Female
29986356,2016-12-31,HCMC,23_to_27,Male
42327649,2018-06-24,Other,33_to_37,Male
38708346,2020-02-28,Other,18_to_22,Male
54300247,2020-03-10,Other,unknown,Female
21544473,2016-01-11,Other,unknown,Male
49894719,2019-10-14,Other,unknown,Female
44113125,2018-11-10,Unknown,18_to_22,Male
38890387,2019-10-23,Other,33_to_37,Male
49560524,2020-02-21,Other,18_to_22,Female
43389120,2020-01-08,Other,33_to_37,Male
38647040,2017-06-01,HCMC,28_to_32,Male
48047263,2019-07-08,Other,28_to_32,Male
49677124,2019-11-26,Other,28_to_32,Male
51210592,2019-12-16,HCMC,18_to_22,Male
34481675,2016-02-16,HCMC,33_to_37,Male
55519731,2020-08-15,Other,>37,Male
33228951,2018-03-19,HCMC,33_to_37,Male
50654507,2019-11-09,Other,23_to_27,Female
40328397,2017-11-20,Other,33_to_37,Male
6846820,2019-03-20,HCMC,>37,Female
58458573,2020-09-12,Other,33_to_37,Female
46567193,2019-03-31,Unknown,unknown,Female
43634879,2019-08-15,Other,28_to_32,Male
51324192,2020-07-10,Other,unknown,Male
36160101,2018-03-19,Other,23_to_27,Male
46883042,2020-01-04,Other,23_to_27,Female
18476353,2020-09-18,Other,18_to_22,Male
41105265,2019-08-28,HCMC,23_to_27,Male
29174580,2020-08-01,Other,unknown,Female
28750661,2019-12-04,Other,23_to_27,Male
42517240,2018-08-20,Other,23_to_27,Male
46187312,2019-04-17,HCMC,18_to_22,Male
42705595,2018-07-27,Other,unknown,Female
35819408,2019-07-02,HN,33_to_37,Female
4469269,2020-03-06,Other,28_to_32,Female
43342455,2020-03-26,HCMC,18_to_22,Male
3806078,2020-05-01,HCMC,>37,Female
13419827,2020-03-15,Other,33_to_37,Male
54636185,2020-03-21,Other,33_to_37,Male
32581758,2018-09-21,Other,unknown,Female
47576982,2019-06-10,Other,33_to_37,Male
28171083,2018-08-22,HCMC,23_to_27,Male
36594619,2020-03-01,HCMC,23_to_27,Male
38378270,2020-11-25,Other,23_to_27,Male
36265813,2020-03-06,Unknown,>37,Female
50067149,2019-10-19,HN,unknown,Male
42226665,2018-06-14,HCMC,18_to_22,Male
33488491,2018-10-17,HCMC,23_to_27,Male
29085782,2020-04-10,Other,28_to_32,Male
39015091,2018-06-22,HCMC,23_to_27,Female
38454546,2017-06-05,Other,23_to_27,Male
48990571,2020-10-22,Other,unknown,Male
33858294,2019-11-22,Other,unknown,Female
38545515,2019-05-02,Other,23_to_27,Male
50085553,2020-03-25,HCMC,23_to_27,Female
47961709,2020-06-24,Other,unknown,Female
56430125,2020-07-10,Other,33_to_37,Male
46667667,2019-11-23,HCMC,23_to_27,Male
44064450,2019-07-05,HCMC,23_to_27,Male
51885548,2020-02-25,HCMC,28_to_32,Male
54598516,2020-07-29,HCMC,18_to_22,Male
50328478,2020-10-18,HCMC,33_to_37,Male
45623455,2019-02-21,HCMC,23_to_27,Female
47643590,2020-05-07,Other,33_to_37,Male
52475945,2020-06-23,HN,18_to_22,Female
48632430,2019-09-15,Other,23_to_27,Male
34966510,2018-07-26,HCMC,23_to_27,Female
13178081,2019-08-07,HCMC,33_to_37,Male
8720860,2019-12-28,Other,18_to_22,Male
47879904,2019-06-28,Other,23_to_27,Female
42816167,2018-08-22,Other,23_to_27,Male
29431147,2019-12-14,Other,18_to_22,Male
46841842,2020-05-24,Other,unknown,Male
29188883,2016-04-26,HCMC,>37,Female
51826272,2019-12-20,HN,23_to_27,Male
38029138,2017-03-06,Other,33_to_37,Female
54550891,2020-03-18,Other,23_to_27,Male
49307501,2019-09-17,HCMC,33_to_37,Male
19721647,2019-12-03,Other,28_to_32,Male
49687382,2019-10-28,Other,18_to_22,Female
55373893,2020-04-21,HCMC,>37,Male
3489246,2018-11-29,Other,28_to_32,Female
47166271,2019-05-21,Other,23_to_27,Male
45570169,2019-02-22,HN,23_to_27,Female
15216008,2018-09-19,HCMC,28_to_32,Male
33066325,2019-12-27,HCMC,33_to_37,Male
55074224,2020-04-12,Other,18_to_22,Male
34494485,2019-09-23,Unknown,28_to_32,Male
46696011,2019-04-10,HCMC,>37,Male
39255355,2018-10-15,HN,28_to_32,Male
48777855,2019-09-08,HN,28_to_32,Male
49261811,2019-09-11,Other,>37,Male
45551173,2019-10-19,Other,28_to_32,Male
39169829,2017-06-14,HCMC,23_to_27,Male
55276931,2020-05-14,Other,18_to_22,Male
48204703,2020-03-30,Other,unknown,Female
46523936,2019-11-06,Other,23_to_27,Female
51753518,2019-12-17,Other,unknown,Female
41028598,2019-09-02,HCMC,28_to_32,Male
46104906,2019-03-01,Other,unknown,Male
51964214,2020-06-04,HCMC,33_to_37,Female
35276117,2020-03-30,Unknown,>37,Male
38563498,2018-03-09,Other,33_to_37,Male
34006698,2016-01-05,HCMC,28_to_32,Male
20908328,2019-11-02,HCMC,unknown,Male
40119328,2017-10-14,HCMC,23_to_27,Male
41155765,2018-03-20,HCMC,18_to_22,Female
9921656,2019-06-11,Other,23_to_27,Male
42097741,2018-06-03,Other,28_to_32,Male
48644666,2019-10-21,Other,23_to_27,Male
50470436,2019-11-03,Other,28_to_32,Male
51284601,2019-11-30,HCMC,23_to_27,Female
4629777,2019-11-03,Other,18_to_22,Male
45450622,2019-02-18,HN,23_to_27,Male
42064019,2018-05-30,Unknown,28_to_32,Male
49123297,2019-09-07,Other,18_to_22,Male
46642169,2020-04-12,HCMC,33_to_37,Male
57341557,2020-07-24,HN,28_to_32,Male
30878380,2018-09-16,HCMC,28_to_32,Male
43491589,2018-10-02,HCMC,unknown,Female
27151170,2018-10-11,Other,unknown,Female
34912527,2020-01-15,Other,unknown,Male
27948745,2018-01-12,HN,23_to_27,Female
52494257,2020-02-09,HCMC,23_to_27,Male
43061646,2019-11-26,Other,23_to_27,Male
51693388,2020-01-06,Other,23_to_27,Female
50512115,2019-11-09,Other,18_to_22,Male
42868863,2018-08-21,Other,>37,Male
49977039,2020-05-18,Other,28_to_32,Male
35505287,2016-07-20,Other,23_to_27,Male
47666189,2019-06-15,HN,23_to_27,Female
46483740,2019-09-03,Other,23_to_27,Male
41187370,2019-06-22,HCMC,23_to_27,Female
43729226,2020-08-28,Other,18_to_22,Female
47622042,2019-06-23,Other,28_to_32,Female
40355094,2017-11-19,HCMC,23_to_27,Male
40500971,2019-08-29,HCMC,33_to_37,Male
44290171,2018-11-19,Other,28_to_32,Male
8083116,2019-09-09,Other,33_to_37,Male
39147153,2019-01-19,HCMC,18_to_22,Male
47785572,2019-06-25,Other,unknown,Female
50151031,2019-10-23,Other,18_to_22,Male
52380515,2020-04-14,Other,33_to_37,Female
51163758,2019-11-27,Other,unknown,Female
49008946,2019-12-10,Other,18_to_22,Female
49500727,2019-11-02,Other,>37,Female
52099213,2020-04-02,Other,>37,Female
32420611,2017-10-27,Other,33_to_37,Female
44755390,2020-02-29,HN,23_to_27,Male
38691900,2019-08-05,HCMC,23_to_27,Male
43621632,2019-05-25,HCMC,28_to_32,Female
49727338,2019-10-23,HN,23_to_27,Male
26950381,2019-09-07,HCMC,>37,Male
14259040,2020-04-06,HCMC,33_to_37,Male
55400343,2020-04-20,HCMC,18_to_22,Male
43096354,2018-08-30,Other,28_to_32,Male
16814072,2018-04-03,HCMC,33_to_37,Male
26367601,2017-06-06,HCMC,33_to_37,Male
26531022,2019-05-15,HCMC,28_to_32,Male
35473692,2016-06-08,HN,23_to_27,Male
41030132,2020-03-28,HN,unknown,Male
40040224,,HCMC,23_to_27,Male
47573189,2019-08-14,Other,>37,Female
56365838,2020-09-21,Other,23_to_27,Male
23073165,2017-09-06,Other,28_to_32,Male
41547645,2018-04-09,HCMC,>37,Male
49850599,2020-09-17,Other,unknown,Male
58971799,2020-10-08,Other,unknown,Female
55026442,2020-04-03,HN,unknown,Female
38792378,2019-08-11,Other,23_to_27,Male
57551466,2020-08-01,Other,23_to_27,Male
41217395,2018-10-30,HN,>37,Male
31736740,2018-03-26,HCMC,23_to_27,Male
10867496,2018-08-18,Other,23_to_27,Male
44736185,2020-09-03,Other,23_to_27,Female
58171635,2020-10-27,Other,unknown,Female
45975869,2019-08-28,HCMC,23_to_27,Male
36272904,2019-11-05,Other,33_to_37,Female
58120603,2020-08-29,Other,33_to_37,Male
40731146,2018-01-20,HCMC,unknown,Male
49810607,2019-12-11,Other,28_to_32,Male
40526921,2019-01-21,HCMC,33_to_37,Male
45173838,2019-01-22,Other,23_to_27,Female
57116217,2020-07-14,Other,unknown,Female
44386343,2019-08-21,Other,23_to_27,Male
54176747,2020-09-22,Other,unknown,Male
40853102,2018-01-26,HCMC,23_to_27,Male
47642413,2019-10-25,Other,28_to_32,Male
6910563,2019-05-05,Other,23_to_27,Female
50605779,2019-11-18,HCMC,33_to_37,Male
54445618,2020-03-15,HCMC,unknown,Male
44477135,2018-12-04,Other,23_to_27,Male
46589604,2019-04-02,HCMC,28_to_32,Male
44248440,2019-08-27,Other,unknown,Male
13633079,2019-07-28,HCMC,unknown,Female
49535864,2019-12-09,Other,unknown,Female
54755196,2020-03-28,Other,23_to_27,Male
36845154,2019-04-28,Other,23_to_27,Female
50214435,2019-11-08,Other,23_to_27,Male
35904400,2017-04-03,Other,28_to_32,Male
45927848,2019-09-16,Other,unknown,Male
38359668,2017-03-23,Unknown,unknown,Male
50125288,2019-10-23,Other,28_to_32,Male
49965570,2020-12-18,Unknown,unknown,Female
38634700,2020-02-28,Unknown,unknown,Male
41332704,2019-01-04,HCMC,33_to_37,Female
51723972,2020-09-21,Other,unknown,Male
46435816,2019-05-19,Other,33_to_37,Male
44079517,2020-01-07,Other,28_to_32,Female
35848974,2018-09-30,HCMC,>37,Female
57285286,2020-08-11,Other,unknown,Male
46406675,2019-03-20,Unknown,unknown,Male
41253102,2019-07-01,HN,33_to_37,Male
48464073,2019-09-29,Other,28_to_32,Female
52789010,2020-01-23,HCMC,>37,Male
19756562,2020-02-26,HCMC,33_to_37,Female
58416603,2020-10-13,Other,28_to_32,Male
37087111,2020-05-12,Other,23_to_27,Male
50506319,2020-03-31,Other,unknown,Male
28327930,2017-05-05,HCMC,33_to_37,Male
47696794,2019-07-21,HN,18_to_22,Male
54395714,2020-03-13,Other,>37,Female
51422498,2019-12-12,Other,18_to_22,Male
44382324,2018-11-26,Other,23_to_27,Male
40783829,2018-02-27,HCMC,28_to_32,Male
40613974,2019-06-12,Other,23_to_27,Female
45981538,2019-02-22,Other,unknown,Male
43504464,2018-10-29,HCMC,23_to_27,Female
42353837,2018-06-26,HCMC,28_to_32,Female
55531922,2020-05-05,Unknown,unknown,Female
10336875,2018-02-28,HCMC,>37,Female
46401102,2020-09-24,Other,unknown,Male
22261665,2016-12-06,Other,33_to_37,Female
36933480,2016-12-27,HCMC,>37,Female
53837187,2020-03-30,Other,unknown,Male
43455664,2019-08-01,HN,33_to_37,Female
42830096,2018-08-08,Other,23_to_27,Female
24904545,2018-08-05,HCMC,23_to_27,Male
35768143,2016-08-13,Unknown,unknown,Male
42398279,2018-08-12,Other,28_to_32,Male
45793209,2019-02-18,HCMC,28_to_32,Female
56841632,2020-08-18,Other,23_to_27,Female
39050615,2017-09-02,HCMC,23_to_27,Male
6222225,2018-02-19,Other,33_to_37,Male
47031217,2020-01-17,Other,23_to_27,Male
46958760,2019-08-29,Other,28_to_32,Female
35553058,2019-10-12,HCMC,18_to_22,Female
33674607,2020-03-18,HCMC,33_to_37,Female
39686564,2019-01-31,HN,33_to_37,Male
41054290,2019-10-30,Other,28_to_32,Male
42634274,2018-08-17,HCMC,18_to_22,Female
41158815,2018-03-09,Other,28_to_32,Male
38412246,2019-10-19,Other,unknown,Male
2489671,2020-03-19,Unknown,unknown,Male
52787956,2020-01-22,HN,unknown,Female
46365265,2019-03-17,Other,18_to_22,Male
46741917,2019-07-31,HN,>37,Male
53180485,2020-02-05,Other,33_to_37,Male
61404220,2020-12-31,Other,>37,Male
55494508,2020-09-28,HCMC,>37,Male
42865976,2018-09-29,Other,23_to_27,Male
55709319,2020-05-22,Other,18_to_22,Female
49560076,2019-09-28,Other,unknown,Male
37006871,2017-01-05,Other,23_to_27,Male
54929795,2020-03-31,Other,23_to_27,Female
59495791,2020-10-18,Other,>37,Male
52756772,2020-02-24,Other,23_to_27,Female
23838621,2018-09-06,HN,33_to_37,Male
47871195,2019-07-17,Other,23_to_27,Female
362538,2019-10-17,HCMC,>37,Male
44224725,2018-11-25,Other,28_to_32,Male
32432233,2019-03-26,HN,28_to_32,Female
35901042,2019-02-20,HCMC,28_to_32,Male
58134297,2020-08-25,Other,unknown,Female
18761118,2018-03-10,HCMC,33_to_37,Female
50121840,2019-10-22,Other,unknown,Female
51670999,2019-12-14,Other,28_to_32,Male
14469281,2020-02-29,Other,28_to_32,Male
48208245,2020-11-28,HN,33_to_37,Male
967546,2019-04-12,Other,23_to_27,Female
8385833,2019-01-21,Other,>37,Male
41855291,2018-05-14,Other,23_to_27,Male
40348542,2019-01-18,Other,18_to_22,Female
55272146,2020-04-13,HCMC,23_to_27,Female
43179017,2018-09-07,HN,unknown,Female
57287820,2020-07-23,Other,33_to_37,Female
36921130,2018-10-15,HCMC,23_to_27,Male
41276542,2018-12-27,HN,23_to_27,Male
14477748,2019-12-16,HCMC,28_to_32,Female
48419333,2019-07-30,HCMC,unknown,Female
47496469,2019-06-03,HN,23_to_27,Female
47893701,2019-06-29,Other,23_to_27,Male
49392508,2019-09-18,Other,23_to_27,Male
43597944,2019-05-01,Other,unknown,Female
53697010,2020-10-10,Other,18_to_22,Male
45477632,2020-02-23,HN,unknown,Male
52360436,2020-01-20,Other,18_to_22,Male
36640945,2016-11-24,Other,33_to_37,Female
34418355,2020-03-07,HN,unknown,Male
46249946,2019-03-09,Other,28_to_32,Female
45242538,2019-12-13,Other,23_to_27,Female
53509172,2020-03-19,HCMC,>37,Female
39805185,2020-05-02,Other,33_to_37,Male
40498707,2018-01-04,HCMC,33_to_37,Female
49466489,2019-09-23,Other,18_to_22,Female
52670000,2020-02-01,Other,28_to_32,Female
7614373,2017-09-07,HCMC,28_to_32,Male
45957662,2019-02-23,HN,23_to_27,Male
22006181,2020-01-15,Other,33_to_37,Male
46272112,2019-07-11,Other,28_to_32,Male
53533905,2020-02-15,Unknown,28_to_32,Male
54137918,2020-08-07,Other,33_to_37,Male
5546585,2019-08-28,HCMC,>37,Female
49504511,2019-12-28,Unknown,unknown,Female
39376221,2017-07-01,Other,unknown,Male
59357180,2020-10-13,Other,unknown,Female
39352663,2017-06-29,Other,28_to_32,Male
40600154,2017-12-19,Other,unknown,Female
56768131,2020-06-27,Other,unknown,Male
43666755,2019-04-19,Other,23_to_27,Female
44470940,2018-12-06,Other,33_to_37,Male
44694857,2019-11-07,HCMC,28_to_32,Female
54871249,2020-03-29,Other,18_to_22,Male
43852760,2018-10-21,Other,>37,Male
47542603,2019-06-26,HCMC,33_to_37,Female
42720415,2018-08-04,HN,>37,Female
56807367,2020-06-29,HN,>37,Male
53088665,2020-03-07,Other,23_to_27,Female
45550649,2020-02-17,Other,28_to_32,Male
31668711,2018-07-05,HCMC,33_to_37,Male
41526635,2019-10-30,HN,>37,Female
43059658,2019-11-12,Other,unknown,Female
40713152,2019-12-11,HCMC,18_to_22,Female
40824751,2018-06-14,Other,33_to_37,Male
49812342,2020-01-14,Other,23_to_27,Male
57501178,2020-07-29,Other,18_to_22,Male
17644131,2018-06-13,HN,28_to_32,Male
48007455,2019-07-05,Other,unknown,Male
32584397,2019-12-24,HCMC,23_to_27,Male
51557912,2019-12-10,Other,28_to_32,Male
53720663,2020-03-03,Other,28_to_32,Female
29128412,2019-02-06,HCMC,23_to_27,Female
35060303,2017-12-06,HCMC,28_to_32,Male
34171716,2018-05-12,HN,23_to_27,Male
51408414,2020-04-12,Other,23_to_27,Female
43079667,2020-03-12,Other,23_to_27,Female
41908474,2018-07-05,Other,23_to_27,Male
57058925,2020-07-11,Other,33_to_37,Male
46036233,2020-01-08,HCMC,23_to_27,Male
47112479,2019-07-25,Other,23_to_27,Male
49691538,2019-12-19,HCMC,33_to_37,Male
47469275,2019-08-15,HCMC,28_to_32,Male
44422120,2019-11-07,Other,unknown,Male
45171598,2019-04-29,HCMC,33_to_37,Male
53692143,2020-02-17,Other,>37,Male
30594557,2020-04-30,HCMC,unknown,Male
14432818,2018-06-03,Unknown,unknown,Female
52999237,2020-03-21,Other,18_to_22,Male
40572915,2017-12-15,Other,23_to_27,Male
45537012,2019-03-09,Other,28_to_32,Male
50280612,2019-12-06,Other,18_to_22,Male
48271969,2019-07-23,Other,28_to_32,Male
51389946,2019-12-22,Other,18_to_22,Male
53345650,2020-08-28,Other,23_to_27,Male
13163108,2018-04-07,Other,23_to_27,Male
50822099,2019-11-16,Other,23_to_27,Male
50836080,2019-11-15,Unknown,18_to_22,Male
47120796,2019-05-11,Other,23_to_27,Male
48236551,2020-02-25,HCMC,28_to_32,Male
44284834,2018-11-18,Other,23_to_27,Female
39832135,2018-07-02,Other,33_to_37,Male
44433056,2018-12-07,Other,unknown,Male
46186606,2019-03-20,Other,28_to_32,Male
41659412,2018-07-22,HCMC,18_to_22,Male
41086342,2018-05-17,Other,33_to_37,Female
52019273,2019-12-25,Other,33_to_37,Female
56943052,2020-07-06,Other,unknown,Male
48126154,2019-07-13,Other,28_to_32,Male
47429947,2020-08-14,HN,>37,Male
45632953,2019-04-30,HCMC,23_to_27,Male
40617261,2019-03-25,Other,28_to_32,Male
42269330,2020-02-02,Other,23_to_27,Female
43606206,2019-04-20,Other,>37,Male
35409642,2018-01-06,Unknown,unknown,Male
13114232,2019-07-08,HCMC,33_to_37,Male
46290203,2019-11-02,HN,28_to_32,Male
49351765,2019-09-16,Unknown,33_to_37,Female
14292232,2019-11-26,Other,unknown,Male
42731348,2020-03-25,Other,28_to_32,Male
47175585,2019-05-17,HN,23_to_27,Male
37580675,2018-08-22,Other,23_to_27,Female
36274327,2018-05-06,Other,unknown,Male
43152086,2018-09-05,Other,33_to_37,Male
44712009,2020-01-15,Other,28_to_32,Male
47905946,2019-09-10,Other,23_to_27,Male
51065421,2019-11-24,Other,33_to_37,Female
51031683,2020-06-28,Other,23_to_27,Male
43283202,2018-12-27,HN,unknown,Male
54209826,2020-03-06,Other,23_to_27,Male
30584748,2018-11-21,Other,33_to_37,Female
54317812,2020-03-18,Other,23_to_27,Male
29228332,2017-07-06,Other,33_to_37,Male
48810718,2019-11-22,HCMC,>37,Male
52438486,2020-04-18,HN,>37,Female
38461228,2020-05-04,Other,23_to_27,Female
40097621,,Other,18_to_22,Male
45694037,2019-03-19,Other,33_to_37,Female
40617899,2017-12-30,HN,28_to_32,Male
42909894,2020-04-20,Other,28_to_32,Male
38896643,2017-05-22,Other,23_to_27,Male
29612235,2019-07-01,HCMC,unknown,Male
25949371,2019-09-17,HN,28_to_32,Male
39092118,2019-08-25,Other,28_to_32,Male
44253392,2019-07-20,Other,>37,Male
52297124,2020-01-10,Other,33_to_37,Male
44211896,2018-11-13,Other,28_to_32,Male
45549890,2019-06-28,HN,18_to_22,Female
57079177,2020-07-29,Other,unknown,Male
522188,2017-03-13,HCMC,unknown,Male
39676958,2017-08-09,Other,unknown,Female
41533018,2018-12-28,HCMC,unknown,Male
6225153,2019-06-03,Other,>37,Female
50779081,2019-11-13,Other,28_to_32,Male
41745525,2019-07-31,Other,28_to_32,Male
46694833,2019-05-16,Other,23_to_27,Male
42260606,2018-06-18,Other,23_to_27,Female
59268512,2020-10-09,Other,unknown,Female
45984367,2020-01-09,Other,23_to_27,Female
44623193,2018-12-14,Other,33_to_37,Female
57835593,2020-12-18,Other,unknown,Female
40898689,2018-01-31,HCMC,23_to_27,Male
56317510,2020-06-03,HN,18_to_22,Male
46173557,2019-12-19,HCMC,33_to_37,Male
42042771,2018-12-29,HN,unknown,Male
51008572,2019-12-20,Other,23_to_27,Female
52217506,2020-01-27,HCMC,28_to_32,Male
