user_id,order_id,Date,Amount,Merchant_id,Purchase_status,Rate_pct,Merchant_name,Revenue,Month,weekday,User_id,Age,Gender,Location,First_tran_date,tran_month,first_tran_month,Type_user
45225995,4990481310,2020-03-09,10000,14,,4,Vinaphone,400.0,2020-03,Monday,45225995,23_to_27,Male,Other,2019-01-24,2020-03,2019-01,Current
40902257,4988453566,2020-03-09,50000,12,,2,Viettel,1000.0,2020-03,Monday,40902257,28_to_32,Male,Other,2018-01-27,2020-03,2018-01,Current
39548584,4990014521,2020-03-09,100000,12,,2,Viettel,2000.0,2020-03,Monday,39548584,28_to_32,Male,HN,2017-10-15,2020-03,2017-10,Current
41449675,4992514527,2020-03-09,20000,14,,4,Vinaphone,800.0,2020-03,Monday,41449675,28_to_32,Female,HCMC,2018-03-30,2020-03,2018-03,Current
34874938,4988354158,2020-03-09,20000,13,,3,Mobifone,600.0,2020-03,Monday,34874938,28_to_32,Male,HCMC,2019-06-12,2020-03,2019-06,Current
13162717,4990156666,2020-03-09,10000,13,,3,Mobifone,300.0,2020-03,Monday,13162717,28_to_32,Female,Other,2017-05-31,2020-03,2017-05,Current
27379385,4989327982,2020-03-09,100000,13,,3,Mobifone,3000.0,2020-03,Monday,27379385,28_to_32,Female,HCMC,2019-01-02,2020-03,2019-01,Current
41921465,4994819591,2020-03-09,50000,12,,2,Viettel,1000.0,2020-03,Monday,41921465,28_to_32,Female,Other,2018-05-31,2020-03,2018-05,Current
54278864,4989759631,2020-03-09,10000,12,,2,Viettel,200.0,2020-03,Monday,54278864,33_to_37,Male,Other,2020-03-09,2020-03,2020-03,New
24680354,4993788108,2020-03-09,10000,13,,3,Mobifone,300.0,2020-03,Monday,24680354,33_to_37,Male,Other,2019-10-16,2020-03,2019-10,Current
20003710,4990183171,2020-03-09,30000,13,,3,Mobifone,900.0,2020-03,Monday,20003710,33_to_37,Male,Unknown,2018-05-08,2020-03,2018-05,Current
45613782,4989015847,2020-03-09,10000,14,,4,Vinaphone,400.0,2020-03,Monday,45613782,33_to_37,Male,HCMC,2019-05-29,2020-03,2019-05,Current
40659148,4994566684,2020-03-09,100000,13,,3,Mobifone,3000.0,2020-03,Monday,40659148,28_to_32,Male,Other,2018-03-20,2020-03,2018-03,Current
48773432,4991900034,2020-03-09,50000,14,,4,Vinaphone,2000.0,2020-03,Monday,48773432,unknown,Male,HN,2019-09-24,2020-03,2019-09,Current
43508203,4989839975,2020-03-09,100000,13,Mua hộ,3,Mobifone,3000.0,2020-03,Monday,43508203,33_to_37,Male,HCMC,2019-08-31,2020-03,2019-08,Current
1560215,4990301181,2020-03-09,50000,13,,3,Mobifone,1500.0,2020-03,Monday,1560215,23_to_27,Female,Other,2019-08-15,2020-03,2019-08,Current
38613643,4994508035,2020-03-09,50000,13,,3,Mobifone,1500.0,2020-03,Monday,38613643,28_to_32,Male,Other,2019-05-24,2020-03,2019-05,Current
19057756,4989845461,2020-03-09,200000,13,Mua hộ,3,Mobifone,6000.0,2020-03,Monday,19057756,unknown,Female,Other,2019-11-07,2020-03,2019-11,Current
39441117,4994391132,2020-03-09,500000,12,Mua hộ,2,Viettel,10000.0,2020-03,Monday,39441117,23_to_27,Female,Other,2019-11-17,2020-03,2019-11,Current
46636369,4988367658,2020-03-09,500000,13,Mua hộ,3,Mobifone,15000.0,2020-03,Monday,46636369,23_to_27,Male,HN,2019-04-05,2020-03,2019-04,Current
46068613,4924940347,2020-03-10,10000,13,,3,Mobifone,300.0,2020-03,Tuesday,46068613,18_to_22,Female,HCMC,2019-11-05,2020-03,2019-11,Current
33527677,4922171975,2020-03-10,20000,12,,2,Viettel,400.0,2020-03,Tuesday,33527677,23_to_27,Male,HN,2017-12-20,2020-03,2017-12,Current
41735155,4921156825,2020-03-10,20000,13,,3,Mobifone,600.0,2020-03,Tuesday,41735155,23_to_27,Female,HCMC,2018-07-28,2020-03,2018-07,Current
40019871,4918338835,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,40019871,28_to_32,Female,Unknown,,2020-03,,Current
39576709,4926334923,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,39576709,33_to_37,Female,HCMC,2018-09-04,2020-03,2018-09,Current
45883530,4946622243,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,45883530,18_to_22,Male,Other,2019-10-01,2020-03,2019-10,Current
18567161,4942698865,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,18567161,23_to_27,Male,Other,2018-04-13,2020-03,2018-04,Current
50955975,4949968720,2020-03-10,10000,14,,4,Vinaphone,400.0,2020-03,Tuesday,50955975,23_to_27,Female,HCMC,2019-11-20,2020-03,2019-11,Current
45220996,4944197400,2020-03-10,10000,13,,3,Mobifone,300.0,2020-03,Tuesday,45220996,23_to_27,Male,HCMC,2019-01-26,2020-03,2019-01,Current
44409667,4947825538,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,44409667,23_to_27,Female,HN,2018-12-04,2020-03,2018-12,Current
35887106,4946806127,2020-03-10,30000,14,Mua hộ,4,Vinaphone,1200.0,2020-03,Tuesday,35887106,23_to_27,Female,Other,2017-10-08,2020-03,2017-10,Current
42843370,5002857862,2020-03-10,30000,13,Mua hộ,3,Mobifone,900.0,2020-03,Tuesday,42843370,28_to_32,Male,HCMC,2019-01-13,2020-03,2019-01,Current
36351585,4947542344,2020-03-10,10000,13,,3,Mobifone,300.0,2020-03,Tuesday,36351585,28_to_32,Male,Other,2016-10-28,2020-03,2016-10,Current
44035903,4949696817,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,44035903,28_to_32,Male,HN,2018-10-31,2020-03,2018-10,Current
10623209,4943290876,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,10623209,33_to_37,Female,Unknown,2019-08-29,2020-03,2019-08,Current
16983500,4945166835,2020-03-10,30000,13,,3,Mobifone,900.0,2020-03,Tuesday,16983500,33_to_37,Male,HCMC,2018-12-22,2020-03,2018-12,Current
50139996,4949829694,2020-03-10,20000,12,,2,Viettel,400.0,2020-03,Tuesday,50139996,18_to_22,Female,Other,2019-11-07,2020-03,2019-11,Current
1371994,4926248380,2020-03-10,20000,13,,3,Mobifone,600.0,2020-03,Tuesday,1371994,28_to_32,Male,HCMC,2016-11-18,2020-03,2016-11,Current
39187665,4952551335,2020-03-10,20000,13,,3,Mobifone,600.0,2020-03,Tuesday,39187665,23_to_27,Male,HCMC,2018-09-19,2020-03,2018-09,Current
45825268,5000585922,2020-03-10,100000,14,,4,Vinaphone,4000.0,2020-03,Tuesday,45825268,>37,Male,HCMC,2019-04-28,2020-03,2019-04,Current
42488709,5001593922,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,42488709,unknown,Female,HN,2018-09-25,2020-03,2018-09,Current
44422120,5004630262,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,44422120,unknown,Male,Other,2019-11-07,2020-03,2019-11,Current
50240196,5003935936,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,50240196,unknown,Male,Unknown,2019-11-16,2020-03,2019-11,Current
43928225,5000025360,2020-03-10,20000,14,,4,Vinaphone,800.0,2020-03,Tuesday,43928225,unknown,Male,HN,2019-05-30,2020-03,2019-05,Current
45949852,5004078102,2020-03-10,20000,12,,2,Viettel,400.0,2020-03,Tuesday,45949852,18_to_22,Female,HCMC,2020-01-27,2020-03,2020-01,Current
33761613,4999494654,2020-03-10,100000,13,,3,Mobifone,3000.0,2020-03,Tuesday,33761613,18_to_22,Female,Other,2019-11-10,2020-03,2019-11,Current
50357627,4997449408,2020-03-10,20000,12,,2,Viettel,400.0,2020-03,Tuesday,50357627,18_to_22,Male,HCMC,2019-10-31,2020-03,2019-10,Current
43353559,4997623491,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,43353559,18_to_22,Female,Other,2018-09-22,2020-03,2018-09,Current
24724241,4996963441,2020-03-10,10000,12,,2,Viettel,200.0,2020-03,Tuesday,24724241,23_to_27,Female,HCMC,2019-06-10,2020-03,2019-06,Current
10956501,5000432681,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,10956501,23_to_27,Female,Other,2019-06-11,2020-03,2019-06,Current
5072072,4999372844,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,5072072,23_to_27,Male,Other,2019-08-20,2020-03,2019-08,Current
44881021,4999759533,2020-03-10,20000,13,,3,Mobifone,600.0,2020-03,Tuesday,44881021,23_to_27,Female,Other,2019-09-10,2020-03,2019-09,Current
41778222,4998549702,2020-03-10,10000,14,,4,Vinaphone,400.0,2020-03,Tuesday,41778222,23_to_27,Male,HN,2019-08-30,2020-03,2019-08,Current
45957662,5005160659,2020-03-10,10000,14,,4,Vinaphone,400.0,2020-03,Tuesday,45957662,23_to_27,Male,HN,2019-02-23,2020-03,2019-02,Current
41789720,4998271107,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,41789720,23_to_27,Female,Other,2019-02-06,2020-03,2019-02,Current
44314038,4996349118,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,44314038,23_to_27,Male,HCMC,2019-10-30,2020-03,2019-10,Current
36921042,5002717564,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,36921042,23_to_27,Male,HCMC,2019-11-24,2020-03,2019-11,Current
38495632,4997381956,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,38495632,23_to_27,Female,Unknown,2018-05-30,2020-03,2018-05,Current
2056402,5006353302,2020-03-10,100000,14,,4,Vinaphone,4000.0,2020-03,Tuesday,2056402,28_to_32,Female,HCMC,2019-09-12,2020-03,2019-09,Current
38842249,5003557550,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,38842249,28_to_32,Female,HCMC,2018-06-02,2020-03,2018-06,Current
46920300,4999430255,2020-03-10,100000,14,,4,Vinaphone,4000.0,2020-03,Tuesday,46920300,28_to_32,Male,Other,2019-11-26,2020-03,2019-11,Current
48091205,5006463676,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,48091205,28_to_32,Male,Other,2019-07-11,2020-03,2019-07,Current
48572833,5006066347,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,48572833,28_to_32,Male,Other,2020-02-16,2020-03,2020-02,Current
48226978,4999717028,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,48226978,28_to_32,Female,Other,2019-08-04,2020-03,2019-08,Current
47066867,4996258042,2020-03-10,50000,12,,2,Viettel,1000.0,2020-03,Tuesday,47066867,28_to_32,Female,Other,2020-01-29,2020-03,2020-01,Current
46993535,5002568617,2020-03-10,100000,12,,2,Viettel,2000.0,2020-03,Tuesday,46993535,18_to_22,Male,HCMC,2020-03-10,2020-03,2020-03,New
49349061,4997530736,2020-03-10,20000,12,,2,Viettel,400.0,2020-03,Tuesday,49349061,28_to_32,Female,HN,2019-09-16,2020-03,2019-09,Current
46954858,4918331116,2020-03-10,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-03,Tuesday,46954858,18_to_22,Male,Other,2019-11-17,2020-03,2019-11,Current
41389373,4922939011,2020-03-10,100000,13,Mua hộ,3,Mobifone,3000.0,2020-03,Tuesday,41389373,28_to_32,Male,Other,2018-03-26,2020-03,2018-03,Current
40037054,4998207788,2020-03-10,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-03,Tuesday,40037054,unknown,Male,Other,,2020-03,,Current
45462538,4932272767,2020-03-10,50000,15,,4,Vietnamobile,2000.0,2020-03,Tuesday,45462538,23_to_27,Male,Other,2019-02-28,2020-03,2019-02,Current
36663906,4997587698,2020-03-10,50000,15,,4,Vietnamobile,2000.0,2020-03,Tuesday,36663906,unknown,Female,Other,2017-07-14,2020-03,2017-07,Current
47338191,4998465760,2020-03-10,50000,14,,4,Vinaphone,2000.0,2020-03,Tuesday,47338191,unknown,Male,HCMC,2019-06-30,2020-03,2019-06,Current
42388060,5003898148,2020-03-10,50000,14,,4,Vinaphone,2000.0,2020-03,Tuesday,42388060,28_to_32,Male,Other,2018-09-24,2020-03,2018-09,Current
25949371,4921726990,2020-03-10,200000,12,Mua hộ,2,Viettel,4000.0,2020-03,Tuesday,25949371,28_to_32,Male,HN,2019-09-17,2020-03,2019-09,Current
17060103,4959919823,2020-03-10,200000,13,Mua hộ,3,Mobifone,6000.0,2020-03,Tuesday,17060103,28_to_32,Male,HCMC,2019-05-20,2020-03,2019-05,Current
36152566,5005048886,2020-03-10,200000,12,Mua hộ,2,Viettel,4000.0,2020-03,Tuesday,36152566,unknown,Female,HN,2017-12-01,2020-03,2017-12,Current
52784579,5014532655,2020-03-11,100000,12,,2,Viettel,2000.0,2020-03,Wednesday,52784579,>37,Male,HN,2020-03-08,2020-03,2020-03,New
53085333,5011143573,2020-03-11,50000,12,,2,Viettel,1000.0,2020-03,Wednesday,53085333,unknown,Female,HCMC,2020-01-31,2020-03,2020-01,Current
38254111,5014879662,2020-03-11,20000,12,,2,Viettel,400.0,2020-03,Wednesday,38254111,unknown,Male,HCMC,2017-03-08,2020-03,2017-03,Current
53135144,5007951762,2020-03-11,50000,12,,2,Viettel,1000.0,2020-03,Wednesday,53135144,unknown,Female,Other,2020-02-06,2020-03,2020-02,Current
31298490,5008034671,2020-03-11,20000,13,,3,Mobifone,600.0,2020-03,Wednesday,31298490,unknown,Male,Unknown,2019-08-02,2020-03,2019-08,Current
49338379,5011772288,2020-03-11,50000,12,,2,Viettel,1000.0,2020-03,Wednesday,49338379,unknown,Male,Other,2020-01-21,2020-03,2020-01,Current
46537002,5011726911,2020-03-11,10000,12,,2,Viettel,200.0,2020-03,Wednesday,46537002,unknown,Male,Other,2019-04-01,2020-03,2019-04,Current
45005233,5011599282,2020-03-11,100000,12,,2,Viettel,2000.0,2020-03,Wednesday,45005233,unknown,Male,Other,2019-12-29,2020-03,2019-12,Current
46677266,5011464826,2020-03-11,20000,12,,2,Viettel,400.0,2020-03,Wednesday,46677266,18_to_22,Male,Other,2019-06-29,2020-03,2019-06,Current
40514504,5011432194,2020-03-11,10000,12,,2,Viettel,200.0,2020-03,Wednesday,40514504,23_to_27,Female,HCMC,2017-12-07,2020-03,2017-12,Current
52126359,5014326487,2020-03-11,10000,15,,4,Vietnamobile,400.0,2020-03,Wednesday,52126359,23_to_27,Male,HCMC,2020-01-11,2020-03,2020-01,Current
52886273,5010221451,2020-03-11,20000,12,,2,Viettel,400.0,2020-03,Wednesday,52886273,28_to_32,Female,Unknown,2020-01-25,2020-03,2020-01,Current
54176362,5009560874,2020-03-11,100000,12,,2,Viettel,2000.0,2020-03,Wednesday,54176362,28_to_32,Male,Other,2020-03-11,2020-03,2020-03,New
2532394,5012496533,2020-03-11,50000,12,,2,Viettel,1000.0,2020-03,Wednesday,2532394,33_to_37,Male,HCMC,2018-03-18,2020-03,2018-03,Current
40788835,5012618356,2020-03-11,20000,13,,3,Mobifone,600.0,2020-03,Wednesday,40788835,33_to_37,Male,HCMC,2018-01-31,2020-03,2018-01,Current
42309385,5006918566,2020-03-11,50000,13,,3,Mobifone,1500.0,2020-03,Wednesday,42309385,33_to_37,Male,Other,2019-09-29,2020-03,2019-09,Current
53258483,5009668860,2020-03-11,20000,12,,2,Viettel,400.0,2020-03,Wednesday,53258483,23_to_27,Female,HCMC,2020-03-10,2020-03,2020-03,New
17043478,5007806714,2020-03-11,10000,12,,2,Viettel,200.0,2020-03,Wednesday,17043478,23_to_27,Female,Other,2018-07-31,2020-03,2018-07,Current
44479365,5011875881,2020-03-11,50000,13,,3,Mobifone,1500.0,2020-03,Wednesday,44479365,unknown,Female,Other,2019-01-25,2020-03,2019-01,Current
11185847,5008667669,2020-03-11,50000,13,,3,Mobifone,1500.0,2020-03,Wednesday,11185847,unknown,Male,Other,2019-07-14,2020-03,2019-07,Current
52134643,5014327447,2020-03-11,200000,12,Mua hộ,2,Viettel,4000.0,2020-03,Wednesday,52134643,23_to_27,Male,Other,2020-01-17,2020-03,2020-01,Current
49681872,5014234010,2020-03-11,200000,13,Mua hộ,3,Mobifone,6000.0,2020-03,Wednesday,49681872,33_to_37,Male,HCMC,2020-02-16,2020-03,2020-02,Current
53495729,5011989803,2020-03-11,500000,12,Mua hộ,2,Viettel,10000.0,2020-03,Wednesday,53495729,23_to_27,Male,Other,2020-03-10,2020-03,2020-03,New
43611731,5018329109,2020-03-12,30000,14,Mua hộ,4,Vinaphone,1200.0,2020-03,Thursday,43611731,unknown,Male,HCMC,2018-10-05,2020-03,2018-10,Current
49528754,5023776846,2020-03-12,30000,13,Mua hộ,3,Mobifone,900.0,2020-03,Thursday,49528754,28_to_32,Female,HCMC,2020-03-12,2020-03,2020-03,New
21770143,5021939060,2020-03-12,100000,12,,2,Viettel,2000.0,2020-03,Thursday,21770143,>37,Female,HCMC,2018-11-29,2020-03,2018-11,Current
38724378,5021546716,2020-03-12,100000,12,,2,Viettel,2000.0,2020-03,Thursday,38724378,>37,Male,HN,2020-03-02,2020-03,2020-03,New
801001,5016830977,2020-03-12,10000,13,,3,Mobifone,300.0,2020-03,Thursday,801001,unknown,Female,HCMC,2019-04-10,2020-03,2019-04,Current
52827278,5027307026,2020-03-12,50000,12,,2,Viettel,1000.0,2020-03,Thursday,52827278,unknown,Male,HN,2020-02-17,2020-03,2020-02,Current
33948315,5017881842,2020-03-12,30000,12,,2,Viettel,600.0,2020-03,Thursday,33948315,unknown,Female,Other,2020-02-29,2020-03,2020-02,Current
48053633,5018879719,2020-03-12,20000,12,,2,Viettel,400.0,2020-03,Thursday,48053633,unknown,Male,HCMC,2020-02-14,2020-03,2020-02,Current
51210592,5019606291,2020-03-12,10000,13,,3,Mobifone,300.0,2020-03,Thursday,51210592,18_to_22,Male,HCMC,2019-12-16,2020-03,2019-12,Current
52486224,5020467422,2020-03-12,50000,12,,2,Viettel,1000.0,2020-03,Thursday,52486224,18_to_22,Male,Other,2020-01-11,2020-03,2020-01,Current
41155643,5026980097,2020-03-12,50000,13,,3,Mobifone,1500.0,2020-03,Thursday,41155643,18_to_22,Female,HCMC,2019-03-30,2020-03,2019-03,Current
50097877,5018147760,2020-03-12,100000,14,,4,Vinaphone,4000.0,2020-03,Thursday,50097877,18_to_22,Male,HCMC,2019-12-10,2020-03,2019-12,Current
45249392,5026029459,2020-03-12,10000,14,,4,Vinaphone,400.0,2020-03,Thursday,45249392,18_to_22,Male,Other,2020-02-10,2020-03,2020-02,Current
44187280,5022122676,2020-03-12,20000,15,,4,Vietnamobile,800.0,2020-03,Thursday,44187280,18_to_22,Male,Other,2019-02-28,2020-03,2019-02,Current
29407113,5026568536,2020-03-12,50000,13,,3,Mobifone,1500.0,2020-03,Thursday,29407113,23_to_27,Male,HCMC,2019-02-20,2020-03,2019-02,Current
40666627,5018001892,2020-03-12,20000,12,,2,Viettel,400.0,2020-03,Thursday,40666627,23_to_27,Male,HN,2019-11-26,2020-03,2019-11,Current
42073846,5023817429,2020-03-12,100000,14,,4,Vinaphone,4000.0,2020-03,Thursday,42073846,28_to_32,Male,HCMC,2018-05-31,2020-03,2018-05,Current
52763637,5018920212,2020-03-12,10000,14,,4,Vinaphone,400.0,2020-03,Thursday,52763637,28_to_32,Male,Other,2020-03-11,2020-03,2020-03,New
49133527,5021953430,2020-03-12,100000,14,,4,Vinaphone,4000.0,2020-03,Thursday,49133527,28_to_32,Male,HCMC,2020-02-07,2020-03,2020-02,Current
41831960,5021798669,2020-03-12,10000,13,,3,Mobifone,300.0,2020-03,Thursday,41831960,28_to_32,Female,Other,2019-07-28,2020-03,2019-07,Current
30345585,5024845307,2020-03-12,100000,13,,3,Mobifone,3000.0,2020-03,Thursday,30345585,28_to_32,Male,Other,2017-06-30,2020-03,2017-06,Current
35605860,5018289511,2020-03-12,10000,13,,3,Mobifone,300.0,2020-03,Thursday,35605860,28_to_32,Male,Other,2018-09-05,2020-03,2018-09,Current
50185076,5025619850,2020-03-12,10000,13,,3,Mobifone,300.0,2020-03,Thursday,50185076,33_to_37,Male,HCMC,2019-11-01,2020-03,2019-11,Current
49727307,5018821694,2020-03-12,10000,14,,4,Vinaphone,400.0,2020-03,Thursday,49727307,unknown,Female,HCMC,2020-03-06,2020-03,2020-03,New
35788159,5018509405,2020-03-12,100000,12,,2,Viettel,2000.0,2020-03,Thursday,35788159,28_to_32,Male,HN,2016-07-27,2020-03,2016-07,Current
3336459,5025326578,2020-03-12,200000,12,Mua hộ,2,Viettel,4000.0,2020-03,Thursday,3336459,28_to_32,Female,Other,2019-12-19,2020-03,2019-12,Current
15063739,5022568652,2020-03-12,200000,13,Mua hộ,3,Mobifone,6000.0,2020-03,Thursday,15063739,23_to_27,Male,Other,2018-08-17,2020-03,2018-08,Current
50114114,5030928789,2020-03-13,10000,12,,2,Viettel,200.0,2020-03,Friday,50114114,unknown,Female,Other,2019-10-23,2020-03,2019-10,Current
52429643,5030523095,2020-03-13,10000,12,,2,Viettel,200.0,2020-03,Friday,52429643,unknown,Female,Other,2020-01-09,2020-03,2020-01,Current
35976914,5027973197,2020-03-13,50000,13,,3,Mobifone,1500.0,2020-03,Friday,35976914,unknown,Male,HCMC,2019-10-09,2020-03,2019-10,Current
34912527,5030235214,2020-03-13,100000,12,,2,Viettel,2000.0,2020-03,Friday,34912527,unknown,Male,Other,2020-01-15,2020-03,2020-01,Current
26329407,5034011807,2020-03-13,10000,13,,3,Mobifone,300.0,2020-03,Friday,26329407,18_to_22,Male,Other,2019-07-15,2020-03,2019-07,Current
48022518,5028030756,2020-03-13,20000,12,,2,Viettel,400.0,2020-03,Friday,48022518,18_to_22,Female,HCMC,2019-09-04,2020-03,2019-09,Current
49458590,5030564031,2020-03-13,20000,15,,4,Vietnamobile,800.0,2020-03,Friday,49458590,18_to_22,Female,Other,2019-09-25,2020-03,2019-09,Current
40537258,5034254383,2020-03-13,50000,12,,2,Viettel,1000.0,2020-03,Friday,40537258,23_to_27,Male,Other,2018-01-11,2020-03,2018-01,Current
43687870,5037096615,2020-03-13,20000,12,,2,Viettel,400.0,2020-03,Friday,43687870,23_to_27,Male,Other,2018-10-31,2020-03,2018-10,Current
40290949,5029615564,2020-03-13,100000,14,,4,Vinaphone,4000.0,2020-03,Friday,40290949,23_to_27,Female,Other,2017-12-01,2020-03,2017-12,Current
49335218,5034345981,2020-03-13,20000,12,,2,Viettel,400.0,2020-03,Friday,49335218,23_to_27,Male,Other,2019-09-15,2020-03,2019-09,Current
34050385,5037272939,2020-03-13,100000,13,,3,Mobifone,3000.0,2020-03,Friday,34050385,23_to_27,Male,Other,2018-11-08,2020-03,2018-11,Current
14261638,5036669022,2020-03-13,30000,12,,2,Viettel,600.0,2020-03,Friday,14261638,23_to_27,Female,Unknown,2018-11-22,2020-03,2018-11,Current
40477815,5035093523,2020-03-13,20000,13,,3,Mobifone,600.0,2020-03,Friday,40477815,23_to_27,Male,Other,2017-12-05,2020-03,2017-12,Current
10230651,5030576445,2020-03-13,20000,14,,4,Vinaphone,800.0,2020-03,Friday,10230651,28_to_32,Female,HCMC,2018-11-09,2020-03,2018-11,Current
42095314,5036718962,2020-03-13,100000,12,,2,Viettel,2000.0,2020-03,Friday,42095314,28_to_32,Male,Other,2019-01-12,2020-03,2019-01,Current
35007335,5035262641,2020-03-13,10000,15,,4,Vietnamobile,400.0,2020-03,Friday,35007335,28_to_32,Female,HCMC,2018-04-17,2020-03,2018-04,Current
43829477,5029319688,2020-03-13,100000,13,,3,Mobifone,3000.0,2020-03,Friday,43829477,28_to_32,Male,Other,2018-10-25,2020-03,2018-10,Current
7619334,5030204874,2020-03-13,10000,13,,3,Mobifone,300.0,2020-03,Friday,7619334,28_to_32,Male,Other,2019-02-20,2020-03,2019-02,Current
45357252,5030826767,2020-03-13,10000,12,,2,Viettel,200.0,2020-03,Friday,45357252,33_to_37,Male,Other,2020-03-13,2020-03,2020-03,New
48518083,5028610454,2020-03-13,100000,14,,4,Vinaphone,4000.0,2020-03,Friday,48518083,33_to_37,Male,HCMC,2019-09-12,2020-03,2019-09,Current
36215823,5028478105,2020-03-13,20000,13,,3,Mobifone,600.0,2020-03,Friday,36215823,23_to_27,Female,HCMC,2016-09-27,2020-03,2016-09,Current
51823046,5031858090,2020-03-13,10000,12,,2,Viettel,200.0,2020-03,Friday,51823046,28_to_32,Female,Other,2020-01-13,2020-03,2020-01,Current
36729883,5030594524,2020-03-13,100000,13,,3,Mobifone,3000.0,2020-03,Friday,36729883,28_to_32,Female,HCMC,2019-02-07,2020-03,2019-02,Current
39186076,5035352396,2020-03-13,100000,12,,2,Viettel,2000.0,2020-03,Friday,39186076,23_to_27,Male,HN,2019-06-13,2020-03,2019-06,Current
44027531,5032119016,2020-03-13,50000,15,,4,Vietnamobile,2000.0,2020-03,Friday,44027531,23_to_27,Male,HCMC,2019-11-07,2020-03,2019-11,Current
35008413,5030053479,2020-03-13,100000,13,Mua hộ,3,Mobifone,3000.0,2020-03,Friday,35008413,>37,Male,Other,2018-05-21,2020-03,2018-05,Current
2006138,5032405466,2020-03-13,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-03,Friday,2006138,23_to_27,Female,HCMC,2019-08-08,2020-03,2019-08,Current
40493989,5031794221,2020-03-13,50000,13,,3,Mobifone,1500.0,2020-03,Friday,40493989,28_to_32,Male,HCMC,2017-12-05,2020-03,2017-12,Current
39321018,5029650514,2020-03-13,200000,12,Mua hộ,2,Viettel,4000.0,2020-03,Friday,39321018,unknown,Female,Other,2019-07-17,2020-03,2019-07,Current
50813741,5039418840,2020-03-14,10000,14,,4,Vinaphone,400.0,2020-03,Saturday,50813741,28_to_32,Male,Other,2020-02-23,2020-03,2020-02,Current
755450,5044277634,2020-03-14,50000,13,Mua hộ,3,Mobifone,1500.0,2020-03,Saturday,755450,unknown,Female,Other,2018-11-17,2020-03,2018-11,Current
42827652,5043082236,2020-03-14,20000,13,,3,Mobifone,600.0,2020-03,Saturday,42827652,23_to_27,Female,Other,2019-07-31,2020-03,2019-07,Current
12959106,5046157605,2020-03-14,50000,13,,3,Mobifone,1500.0,2020-03,Saturday,12959106,>37,Female,Unknown,2017-09-04,2020-03,2017-09,Current
2009865,5043733122,2020-03-14,20000,12,,2,Viettel,400.0,2020-03,Saturday,2009865,>37,Male,HCMC,2019-10-26,2020-03,2019-10,Current
6463524,5044670792,2020-03-14,100000,12,,2,Viettel,2000.0,2020-03,Saturday,6463524,>37,Male,Other,2020-02-08,2020-03,2020-02,Current
41062990,5039255037,2020-03-14,50000,13,,3,Mobifone,1500.0,2020-03,Saturday,41062990,unknown,Male,Other,2019-01-02,2020-03,2019-01,Current
6685388,5039493730,2020-03-14,20000,12,,2,Viettel,400.0,2020-03,Saturday,6685388,unknown,Male,Other,2018-10-10,2020-03,2018-10,Current
52232784,5041905278,2020-03-14,10000,12,,2,Viettel,200.0,2020-03,Saturday,52232784,unknown,Female,Other,2020-01-03,2020-03,2020-01,Current
50856877,5040195828,2020-03-14,100000,12,,2,Viettel,2000.0,2020-03,Saturday,50856877,18_to_22,Female,Other,2019-11-17,2020-03,2019-11,Current
41379394,5039858999,2020-03-14,30000,12,,2,Viettel,600.0,2020-03,Saturday,41379394,18_to_22,Female,Other,2019-08-21,2020-03,2019-08,Current
40781296,5045659365,2020-03-14,20000,14,,4,Vinaphone,800.0,2020-03,Saturday,40781296,18_to_22,Female,Other,2020-01-30,2020-03,2020-01,Current
50893360,5044568562,2020-03-14,50000,13,,3,Mobifone,1500.0,2020-03,Saturday,50893360,23_to_27,Male,HCMC,2020-01-11,2020-03,2020-01,Current
